Startup Name,Industry,Yearly Revenue,Valuation Requested,revenue_multiple,inflation_score,inflation_category,ask_percentage,Total Deal Equity,equity_dilution,fairness_index,fairness_category,got_offer
TeaFit,Food and Beverage,180.0,1666.666667,9.208103132596683,-0.01752568523079742,Below Market,2.998201078753108,8.0,5.001798921246892,87.99460323625932,Highly Fair,1
Haqdarshak,Business Services,255.0,20000.0,78.125,2.9791386271870794,Significantly Overvalued,0.4999750012499375,2.0,1.5000249987500625,52.49992500374981,Moderate,1
Bhaskar'sPuranpoliGhar,Food and Beverage,180.0,7500.0,41.43646408839779,0.25640853453801776,Fair Market,0.9998666844420744,0.0,-0.9998666844420744,75.99960005332622,Fair,0
GunjanAppsStudios,Technology/Software,2400.0,25000.0,10.412328196584756,-0.29937772873270374,Below Market,0.999960001599936,0.0,-0.999960001599936,87.9998800047998,Highly Fair,0
TheSimplySalad,Food and Beverage,180.0,300.0,1.6574585635359116,-0.08170455959595485,Below Market,9.966777408637874,10.0,0.0332225913621258,91.09966777408638,Highly Fair,1
AyuSynk,Medical/Health,110.0,6666.666667,60.06006006306307,0.7241501375659652,Fair Market,1.499775033669961,3.5,2.0002249663300393,71.49932510100987,Fair,1
AtypicalAdvantage,Technology/Software,120.0,3000.0,24.793388429752067,-0.05304233590695329,Below Market,0.9996667777407532,3.0,2.000333222259247,81.99900033322226,Highly Fair,1
HouseOfChikankari,Beauty/Fashion,380.0,7500.0,19.68503937007874,0.5344195836906526,Fair Market,0.9998666844420744,3.75,2.7501333155579255,75.99960005332622,Fair,1
MagicOfMemories,Beauty/Fashion,380.0,500.0,1.3123359580052494,-0.3318087714283239,Below Market,4.990019960079841,0.0,-4.990019960079841,93.97005988023952,Highly Fair,0
Paradyes,Beauty/Fashion,350.0,6500.0,18.51851851851852,0.4794209579688128,Fair Market,0.9998461775111522,2.0,1.0001538224888478,75.99953853253345,Fair,1
Nestroots,Lifestyle/Home,330.0,5000.0,15.105740181268882,0.28374514458351313,Fair Market,0.9998000399920016,2.0,1.0001999600079983,75.999400119976,Fair,1
Zillionaire,Beauty/Fashion,100.0,1515.151515,15.001500148514852,0.3136020814952783,Fair Market,3.297823436861454,10.0,6.702176563138546,82.89347031058436,Highly Fair,1
Credmate,Technology/Software,120.0,1000.0,8.264462809917354,-0.3361688453251567,Below Market,4.9950049950049955,0.0,-4.9950049950049955,93.98501498501498,Highly Fair,0
Freebowler,Fitness/Sports/Outdoors,270.0,1000.0,3.690036900369004,-0.11470199252816275,Below Market,7.492507492507492,7.5,0.007492507492507627,92.52247752247752,Highly Fair,1
ABCSports&Fitness,Fitness/Sports/Outdoors,270.0,2000.0,7.380073800738008,2.2940857322937448e-06,Fair Market,1.999000499750125,10.0,8.000999500249875,78.99700149925037,Fair,1
Primebook,Technology/Software,120.0,5000.0,41.32231404958678,0.23008417351125005,Fair Market,1.4997000599880024,3.0,1.5002999400119976,77.499100179964,Fair,1
DailyDump,Manufacturing,242.0,2000.0,8.23045267489712,-0.18383012281628797,Below Market,3.99800099950025,4.0,0.001999000499750103,84.99400299850075,Highly Fair,1
GharSoaps,Beauty/Fashion,380.0,3000.0,7.874015748031496,-0.02244150174297517,Below Market,1.9993335554815064,4.0,2.000666444518494,84.99800066644451,Highly Fair,1
Janitri,Medical/Health,110.0,4000.0,36.03603603603604,-0.00011950449092438055,Below Market,2.499375156210947,2.5,0.0006248437890530312,86.49812546863284,Highly Fair,1
JaipurWatchCompany,Manufacturing,242.0,2500.0,10.2880658436214,-0.08375166130246109,Below Market,1.9992003198720512,0.0,-1.9992003198720512,84.99760095961615,Highly Fair,0
InsideFPV,Manufacturing,242.0,1875.0,7.716049382716049,-0.2088497381947447,Below Market,3.997867803837954,15.0,11.002132196162046,90.99360341151386,Highly Fair,1
Angrakhaa,Beauty/Fashion,380.0,800.0,2.099737532808399,-0.294684699066082,Below Market,4.9937578027465666,20.0,15.006242197253433,93.9812734082397,Highly Fair,1
Diabexy,Food and Beverage,180.0,15000.0,82.87292817679558,0.608609674260906,Fair Market,0.9999333377774816,0.0,-0.9999333377774816,75.99980001333245,Fair,1
Kyari,Manufacturing,242.0,5100.0,20.987654320987655,0.43665633856943853,Fair Market,0.9998039600078416,6.0,5.000196039992159,75.99941188002353,Fair,1
MoppFoods,Food and Beverage,180.0,3333.333333,18.41620625966851,0.060741234676315425,Fair Market,2.2493252026641333,5.0,2.7506747973358667,79.7479756079924,Fair,1
Econiture,Green/CleanTech,295.0,625.0,2.1114864864864864,-0.7242910524160524,Below Market,7.987220447284344,0.0,-7.987220447284344,97.03833865814697,Highly Fair,0
Dobiee,Food and Beverage,180.0,3600.0,19.88950276243094,0.07326394188211593,Fair Market,1.9994445987225768,6.5,4.500555401277423,78.99833379616773,Fair,1
FastBeetle,Business Services,255.0,3000.0,11.71875,-5.607895917454641e-05,Below Market,2.9990003332222592,7.5,4.500999666777741,87.99700099966678,Highly Fair,1
Pflow,Medical/Health,110.0,6000.0,54.054054054054056,0.5430827269838425,Fair Market,0.9998333611064822,6.0,5.000166638893518,75.99950008331945,Fair,1
VSMani,Food and Beverage,180.0,4000.0,22.099447513812155,0.09204800266733663,Fair Market,1.4996250937265685,1.0,-0.4996250937265685,71.4988752811797,Fair,1
Sepal,Manufacturing,242.0,5000.0,20.5761316872428,0.4166406462666732,Fair Market,0.9998000399920016,2.0,1.0001999600079983,75.999400119976,Fair,1
Solinas,Business Services,120.0,4500.0,37.1900826446281,1.1426685798397533,Above Market,1.9995556542990445,3.0,1.0004443457009555,68.99866696289713,Fair,1
AvimeeHerbal,Beauty/Fashion,380.0,56000.0,146.98162729658793,6.5361446155864185,Significantly Overvalued,0.4999910715880074,0.0,-0.4999910715880074,52.499973214764026,Moderate,1
eyenic,Beauty/Fashion,380.0,1250.0,3.2808398950131235,-0.2389985905227193,Below Market,5.995203836930456,0.0,-5.995203836930456,96.98561151079137,Highly Fair,0
ekatra,Lifestyle/Home,330.0,400.0,1.2084592145015105,-0.8442809079138384,Below Market,9.975062344139651,20.0,10.024937655860349,85.07481296758104,Highly Fair,1
Raasa,Food and Beverage,180.0,1000.0,5.524861878453039,-0.04883245322181862,Below Market,4.9950049950049955,25.0,20.004995004995003,93.98501498501498,Highly Fair,1
NeoMotion,Manufacturing,470.0,10000.0,21.231422505307854,0.4485127677678918,Fair Market,0.9999000099990002,1.0,9.99900009998056e-05,75.999700029997,Fair,1
licksters,Food and Beverage,86.0,1000.0,11.494252873563218,0.0019061017727430352,Fair Market,4.9950049950049955,5.0,0.004995004995004493,75.98501498501498,Fair,1
Sayonara,Beauty/Fashion,0.0,10000.0,1000.0,,,0.9999000099990002,0.0,-0.9999000099990002,58.0,Moderate,0
PMV,Vehicles/Electrical Vehicles,0.0,10000.0,1000.0,,,0.9999000099990002,0.0,-0.9999000099990002,58.0,Moderate,1
SpiceStory,Food and Beverage,410.0,3500.0,8.51581508515815,-0.02340998652649255,Below Market,1.9994287346472437,5.0,3.0005712653527565,84.99828620394173,Highly Fair,1
Bullspree,Technology/Software,120.0,5000.0,41.32231404958678,0.23008417351125005,Fair Market,1.4997000599880024,2.86,1.3602999400119975,77.499100179964,Fair,1
Snitch,Beauty/Fashion,380.0,30000.0,78.74015748031496,3.3187250108587913,Significantly Overvalued,0.4999833338888704,1.5,1.0000166661111296,52.49995000166661,Moderate,1
Portl,Business Services,255.0,15000.0,58.59375,2.1029048900852403,Significantly Overvalued,0.9999333377774816,2.5,1.5000666622225185,53.99980001333245,Moderate,1
FatToSlim,Beauty/Fashion,380.0,2000.0,5.2493438320209975,-0.14618840961711466,Below Market,0.9995002498750624,0.0,-0.9995002498750624,81.99850074962518,Highly Fair,0
CheeseCake&Co.,Food and Beverage,180.0,5000.0,27.624309392265193,0.13900815463038838,Fair Market,1.999600079984003,0.0,-1.999600079984003,78.998800239952,Fair,1
Dabble,Manufacturing,33.0,500.0,14.705882352941176,0.13112268253604942,Fair Market,9.98003992015968,10.0,0.019960079840320333,85.05988023952096,Highly Fair,1
CloudTailor,Business Services,255.0,7142.857143,27.90178571484375,0.7259661603788133,Fair Market,1.399804027408167,0.0,-1.399804027408167,77.1994120822245,Fair,0
BeUnic,Business Services,50.0,1000.0,19.607843137254903,0.353873626615294,Fair Market,9.990009990009993,0.0,-9.990009990009993,91.02997002997002,Highly Fair,1
Broomees,Business Services,255.0,4000.0,15.625,0.17519066846119333,Fair Market,1.9995001249687576,3.0,1.0004998750312424,78.99850037490627,Fair,1
Ravel,Beauty/Fashion,380.0,3000.0,7.874015748031496,-0.02244150174297517,Below Market,2.4991669443518827,10.0,7.500833055648117,86.49750083305565,Highly Fair,1
HoneyVeda,Food and Beverage,53.0,1000.0,18.51851851851852,0.06161086713572902,Fair Market,7.492507492507492,20.0,12.507492507492508,83.47752247752248,Highly Fair,1
PadCare,Manufacturing,242.0,2500.0,10.2880658436214,-0.08375166130246109,Below Market,1.9992003198720512,4.0,2.000799680127949,84.99760095961615,Highly Fair,1
SwadeshiBlessings,Lifestyle/Home,120.0,1000.0,8.264462809917354,-0.271553343350864,Below Market,4.9950049950049955,5.0,0.004995004995004493,87.98501498501498,Highly Fair,1
OLL,Technology/Software,120.0,1500.0,12.396694214876034,-0.26538721797060577,Below Market,1.9986675549633577,5.0,3.0013324450366423,84.99600266489007,Highly Fair,1
Febris,Medical/Health,110.0,4000.0,36.03603603603604,-0.00011950449092438055,Below Market,2.499375156210947,0.0,-2.499375156210947,86.49812546863284,Highly Fair,0
Geeani,Vehicles/Electrical Vehicles,2.0,1000.0,333.3333333333333,-1.5400726914310356,Significantly Undervalued,7.492507492507492,10.0,2.5074925074925076,79.47752247752248,Fair,1
Amore,Food and Beverage,180.0,1875.0,10.359116022099448,-0.007742320254148336,Below Market,3.997867803837954,7.5,3.502132196162046,90.99360341151386,Highly Fair,1
LeafyAffair,Beauty/Fashion,110.0,2000.0,18.01801801801802,0.45582357463545586,Fair Market,2.498750624687656,0.0,-2.498750624687656,80.49625187406296,Highly Fair,0
ScrapUncle,Green/CleanTech,600.0,2000.0,3.327787021630616,-0.6091110774971007,Below Market,2.998500749625187,5.0,2.001499250374813,87.99550224887557,Highly Fair,1
SharmaJiKiAata,Food and Beverage,180.0,400.0,2.2099447513812156,-0.07700854439964967,Below Market,9.975062344139651,20.0,10.024937655860349,91.07481296758104,Highly Fair,1
Manetain,Beauty/Fashion,100.0,3000.0,29.702970297029704,1.006740702358779,Above Market,2.4991669443518827,10.0,7.500833055648117,70.49750083305565,Fair,1
GavinParis,Beauty/Fashion,114.0,1000.0,8.695652173913043,0.016296660721972812,Fair Market,4.9950049950049955,0.0,-4.9950049950049955,87.98501498501498,Highly Fair,1
UnStop,Technology/Software,1600.0,10000.0,6.2460961898813245,-0.37074175762450623,Below Market,0.9999000099990002,4.0,3.000099990001,87.999700029997,Highly Fair,1
BlueTea,Food and Beverage,1000.0,7500.0,7.492507492507492,-0.032107883616595896,Below Market,0.9998666844420744,3.0,2.0001333155579255,81.99960005332622,Highly Fair,1
TheGreenSnack,Food and Beverage,180.0,5000.0,27.624309392265193,0.13900815463038838,Fair Market,1.999600079984003,8.0,6.000399920015997,78.998800239952,Fair,1
HobbyIndia,Lifestyle/Home,117.0,1666.666667,14.124293788135592,0.2040822879980189,Fair Market,2.998201078753108,0.0,-2.998201078753108,81.99460323625932,Highly Fair,1
Flhexible,Lifestyle/Home,16.0,666.6666667,39.215686276470585,2.2407212886745604,Significantly Overvalued,7.488766849351534,0.0,-7.488766849351534,67.4663005480546,Fair,0
UpThrust,Fitness/Sports/Outdoors,300.0,2500.0,8.305647840531561,0.028773635080247478,Fair Market,2.9988004798080765,0.0,-2.9988004798080765,81.99640143942423,Highly Fair,0
Zoff,Food and Beverage,180.0,20000.0,110.49723756906076,0.8434104340761646,Fair Market,0.4999750012499375,1.25,0.7500249987500625,74.49992500374981,Fair,1
DesiToys,Manufacturing,115.0,1666.666667,14.367816094827583,0.11467977114920155,Fair Market,2.998201078753108,0.0,-2.998201078753108,81.99460323625932,Highly Fair,1
CloudWorx,Technology/Software,120.0,2000.0,16.52892561983471,-0.194605590616055,Below Market,1.999000499750125,3.2,1.2009995002498752,84.99700149925037,Highly Fair,1
Mahantam,Manufacturing,242.0,300.0,1.2345679012345678,-0.5240968919632992,Below Market,9.966777408637874,20.0,10.033222591362126,91.09966777408638,Highly Fair,1
MindPeers,Medical/Health,110.0,5300.0,47.747747747747745,0.35296194596767394,Fair Market,0.999811356347859,2.0,1.000188643652141,75.99943406904357,Fair,1
Barosi,Food and Beverage,180.0,2500.0,13.812154696132596,0.021607774722759005,Fair Market,1.9992003198720512,0.0,-1.9992003198720512,78.99760095961615,Fair,0
Daryaganj,Food and Beverage,180.0,18000.0,99.4475138121547,0.7494901301500612,Fair Market,0.4999722237653463,1.0,0.5000277762346537,74.49991667129603,Fair,1
DhruvVidyut,Vehicles/Electrical Vehicles,2.0,0.0,0.0,-2.310109037146553,Significantly Undervalued,0.0,0.5,0.5,57.0,Moderate,1
CELLBELL,Lifestyle/Home,330.0,6000.0,18.12688821752266,0.5289681994742418,Fair Market,1.4997500416597234,0.0,-1.4997500416597234,77.49925012497917,Fair,0
Tipayi,Manufacturing,21.0,500.0,22.727272727272727,0.5212681287584011,Fair Market,9.98003992015968,0.0,-9.98003992015968,91.05988023952096,Highly Fair,1
DigiQure,Medical/Health,110.0,1000.0,9.00900900900901,-0.8149228517030748,Below Market,3.996003996003996,10.0,6.003996003996004,90.98801198801199,Highly Fair,1
Nirmalaya,Manufacturing,242.0,4000.0,16.46090534979424,0.2164837232390194,Fair Market,1.4996250937265685,0.0,-1.4996250937265685,77.4988752811797,Fair,0
Pabiben,Beauty/Fashion,380.0,1000.0,2.6246719160104988,-0.26993531749125416,Below Market,4.9950049950049955,5.0,0.004995004995004493,87.98501498501498,Highly Fair,1
Homestrap,Lifestyle/Home,330.0,7000.0,21.148036253776436,0.7741912543649705,Fair Market,0.9998571632623912,7.0,6.000142836737609,69.99957148978717,Fair,1
uBreathe,Manufacturing,242.0,2000.0,8.23045267489712,-0.18383012281628797,Below Market,7.496251874062969,5.0,-2.4962518740629687,92.5112443778111,Highly Fair,1
Deyor,Technology/Software,120.0,10000.0,82.64462809917356,0.9379004470567585,Fair Market,0.9999000099990002,0.0,-0.9999000099990002,75.999700029997,Fair,0
iMumz,Medical/Health,110.0,7000.0,63.06306306306306,0.8146838427212258,Fair Market,0.9998571632623912,1.0,0.0001428367376088424,69.99957148978717,Fair,1
TheHealthyBinge,Food and Beverage,180.0,1000.0,5.524861878453039,-0.04883245322181862,Below Market,4.9950049950049955,5.0,0.004995004995004493,93.98501498501498,Highly Fair,1
Freakins,Beauty/Fashion,380.0,7000.0,18.37270341207349,0.4725461297535828,Fair Market,0.9998571632623912,2.5,1.5001428367376088,69.99957148978717,Fair,1
Perfora,Lifestyle/Home,330.0,8000.0,24.169184290030213,1.019414309255699,Above Market,0.9998750156230471,2.5,1.5001249843769529,65.99962504686914,Fair,1
MidNightAngelsByPC,Beauty/Fashion,180.0,1250.0,6.906077348066298,-0.06807744705015094,Below Market,5.995203836930456,0.0,-5.995203836930456,96.98561151079137,Highly Fair,1
CureSee,Medical/Health,0.0,800.0,800.0,,,4.9937578027465666,10.0,5.0062421972534334,66.9812734082397,Fair,1
MeduLance,Medical/Health,240.0,20000.0,82.98755186721992,1.4153618289785928,Above Market,0.999950002499875,2.0,1.000049997500125,65.99985000749962,Fair,1
Cakelicious,Food and Beverage,180.0,500.0,2.7624309392265194,-0.0723125292033445,Below Market,4.990019960079841,20.0,15.009980039920158,93.97005988023952,Highly Fair,1
Bowled.io,Fitness/Sports/Outdoors,270.0,8000.0,29.52029520295203,0.6882280137691026,Fair Market,0.9998750156230471,0.0,-0.9998750156230471,75.99962504686914,Fair,0
Toyshine,Manufacturing,4500.0,25000.0,5.554321261941791,-0.3139921565203409,Below Market,0.499980000799968,0.0,-0.499980000799968,86.49994000239991,Highly Fair,0
neuphony,Medical/Health,110.0,5000.0,45.04504504504504,0.271481611246459,Fair Market,1.999600079984003,5.4,3.4003999200159973,78.998800239952,Fair,1
Amrutam,Food and Beverage,110.0,2500.0,22.52252252252252,0.09564405034018293,Fair Market,1.9992003198720512,0.0,-1.9992003198720512,78.99760095961615,Fair,0
HoloKitab,Technology/Software,0.0,450.0,450.0,,,9.977827050997783,25.0,15.022172949002217,81.93348115299335,Highly Fair,1
Zoe,Food and Beverage,120.0,1500.0,12.396694214876034,0.009576661409911041,Fair Market,4.996668887408394,0.0,-4.996668887408394,87.99000666222518,Highly Fair,0
Hornback,Vehicles/Electrical Vehicles,2.0,5000.0,1000.0,0.0,Below Market,0.9998000399920016,2.5,1.5001999600079983,69.999400119976,Fair,1
Malaki,Food and Beverage,270.0,5000.0,18.45018450184502,0.0610300425146198,Fair Market,0.9998000399920016,3.0,2.0001999600079983,75.999400119976,Fair,1
nanoclean,Manufacturing,110.0,4000.0,36.03603603603604,1.1685815192624533,Above Market,1.9995001249687576,0.0,-1.9995001249687576,68.99850037490627,Fair,0
DesmondJi,Liquor/Alcohol,1200.0,10000.0,8.32639467110741,0.11304113666709928,Fair Market,0.9999000099990002,0.0,-0.9999000099990002,81.999700029997,Highly Fair,0
Cremeitalia,Food and Beverage,180.0,6000.0,33.149171270718234,0.18596830659344016,Fair Market,1.4997500416597234,0.0,-1.4997500416597234,77.49925012497917,Fair,0
nawgati,Business Services,255.0,3350.0,13.0859375,0.061280282637954216,Fair Market,1.9994031632348557,3.0,1.0005968367651443,78.99820948970456,Fair,1
Swytchd,Vehicles/Electrical Vehicles,2.0,1666.666667,555.5555556666667,-1.0267151273640116,Significantly Undervalued,2.998201078753108,0.0,-2.998201078753108,65.99460323625932,Fair,0
GladFul,Food and Beverage,180.0,2500.0,13.812154696132596,0.021607774722759005,Fair Market,1.9992003198720512,3.5,1.5007996801279488,78.99760095961615,Fair,1
Pharmallama,Medical/Health,110.0,6666.666667,60.06006006306307,0.7241501375659652,Fair Market,1.499775033669961,5.0,3.5002249663300393,77.49932510100987,Fair,1
CraveRajaFoods,Food and Beverage,256.0,2166.666667,8.430609599221789,-0.024134215051238507,Below Market,2.998616022912715,0.0,-2.998616022912715,87.99584806873814,Highly Fair,0
VAPerfume,Lifestyle/Home,330.0,1000.0,3.0211480362537766,-0.6971470749794012,Below Market,9.990009990009993,0.0,-9.990009990009993,91.02997002997002,Highly Fair,0
Hood,Technology/Software,0.0,60000.0,1000.0,,,0.1999966667222213,0.54,0.34000333327777876,52.0,Moderate,1
TwistingScoops,Food and Beverage,180.0,4000.0,22.099447513812155,0.09204800266733663,Fair Market,2.499375156210947,0.0,-2.499375156210947,80.49812546863284,Highly Fair,1
GROWiT,Agriculture,273.5,10000.0,36.42987249544627,2.1833368020767288,Significantly Overvalued,0.9999000099990002,1.0,9.99900009998056e-05,47.999700029997,Moderate,1
Makino,Food and Beverage,180.0,10000.0,55.248618784530386,0.3738089144456471,Fair Market,1.9998000199980004,0.0,-1.9998000199980004,78.999400059994,Fair,0
Trunome,Medical/Health,110.0,15000.0,135.13513513513513,2.9874927686202932,Significantly Overvalued,0.9999333377774816,2.0,1.0000666622225185,53.99980001333245,Moderate,1
Wol3D,Manufacturing,242.0,15000.0,61.72839506172839,2.41820987654321,Significantly Overvalued,0.9999333377774816,2.0,1.0000666622225185,47.99980001333245,Moderate,1
What'sUpWellness,Food and Beverage,180.0,1666.666667,9.208103132596683,-0.01752568523079742,Below Market,2.998201078753108,4.76,1.7617989212468919,87.99460323625932,Highly Fair,1
ProostBeer,Food and Beverage,180.0,13333.33333,73.6648250276243,0.5303427541659524,Fair Market,0.7499437544059055,0.0,-0.7499437544059055,75.24983126321771,Fair,0
DrCubes,Food and Beverage,75.0,533.3333333,7.017543859210527,-0.03614497357237121,Below Market,14.971927636617089,0.0,-14.971927636617089,82.08421709014874,Highly Fair,0
MetroRide,Vehicles/Electrical Vehicles,54.0,7500.0,136.36363636363637,-1.9950941684447505,Significantly Undervalued,0.9998666844420744,0.0,-0.9998666844420744,59.99960005332622,Moderate,0
Conker,Technology/Software,120.0,4000.0,33.05785123966942,0.0885209188021483,Fair Market,0.9997500624843788,0.0,-0.9997500624843788,75.99925018745313,Fair,0
WTF,Food and Beverage,180.0,1500.0,8.287292817679559,-0.02535237724029274,Below Market,4.996668887408394,0.0,-4.996668887408394,93.99000666222518,Highly Fair,0
funngro,Technology/Software,120.0,4000.0,33.05785123966942,0.0885209188021483,Fair Market,1.2496875781054737,4.16,2.9103124218945267,76.74906273431642,Fair,1
Aadvik,Food and Beverage,720.0,4000.0,5.547850208044383,-0.04863705730519011,Below Market,1.4996250937265685,1.5,0.00037490627343150784,77.4988752811797,Fair,1
oyehappy,Business Services,1005.0,5000.0,4.970178926441352,-0.3028183523355159,Below Market,0.9998000399920016,0.0,-0.9998000399920016,87.999400119976,Highly Fair,0
HealthyMaster,Food and Beverage,180.0,2500.0,13.812154696132596,0.021607774722759005,Fair Market,1.9992003198720512,6.5,4.500799680127949,78.99760095961615,Fair,1
Kitsons,Lifestyle/Home,330.0,10000.0,30.211480362537763,1.509860419037156,Above Market,9.99900009999,0.0,-9.99900009999,75.00299970003,Fair,0
LondonBubble,Food and Beverage,180.0,1500.0,8.287292817679559,-0.02535237724029274,Below Market,4.996668887408394,15.0,10.003331112591606,93.99000666222518,Highly Fair,1
WaggyZone,Animal/Pets,0.0,1000.0,1000.0,,,4.9950049950049955,0.0,-4.9950049950049955,66.98501498501498,Fair,0
NutriCook,Food and Beverage,13.0,5000.0,357.14285714285717,2.9398457895695467,Significantly Overvalued,1.999600079984003,10.0,8.000399920015997,44.99880023995201,Moderate,1
Subhag,Medical/Health,110.0,5000.0,45.04504504504504,0.271481611246459,Fair Market,0.9998000399920016,1.0,0.00019996000799837876,69.999400119976,Fair,1
SinghStyled,Beauty/Fashion,380.0,1000.0,2.6246719160104988,-0.26993531749125416,Below Market,4.9950049950049955,10.0,5.0049950049950045,93.98501498501498,Highly Fair,1
ZSportsTech,Fitness/Sports/Outdoors,31.0,3000.0,93.75,2.684799502642213,Significantly Overvalued,1.9993335554815064,0.0,-1.9993335554815064,50.99800066644452,Moderate,0
ThePlatedProject,Business Services,255.0,3750.0,14.6484375,0.13137898160610137,Fair Market,1.999466808850973,3.75,1.750533191149027,78.99840042655292,Fair,1
VsnapU,Business Services,255.0,3333.333333,13.02083333203125,0.05835950345586584,Fair Market,1.499550135109422,0.0,-1.499550135109422,77.49865040532826,Fair,0
TheHealthyFactory,Food and Beverage,180.0,3571.428571,19.73164956353591,0.07192222323447438,Fair Market,2.0994121648457726,0.0,-2.0994121648457726,79.29823649453732,Fair,0
Brevistay,Business Services,255.0,6024.096386,23.5316265078125,0.5299069765730148,Fair Market,1.6597244856092497,0.0,-1.6597244856092497,77.97917345682775,Fair,0
SoulUp,Business Services,255.0,1666.666667,6.51041666796875,-0.2337184087945828,Below Market,2.998201078753108,5.0,2.001798921246892,87.99460323625932,Highly Fair,1
TheBigBookBox ChapterOneBooks,Lifestyle/Home,140.0,625.0,4.432624113475177,-0.5825792115685732,Below Market,7.987220447284344,0.0,-7.987220447284344,97.03833865814697,Highly Fair,0
Rubans,Beauty/Fashion,5100.0,30000.0,5.88119976475201,-0.11639793659820791,Below Market,0.4999833338888704,1.0,0.5000166661111296,80.4999500016666,Highly Fair,1
SameNotification,Technology/Software,120.0,166.6666667,1.3774104685950417,-0.45413822424468925,Below Market,14.910536776359734,0.0,-14.910536776359734,76.2683896709208,Fair,0
BottomLineSprays,Lifestyle/Home,330.0,700.0,2.1148036253776437,-0.7707139914466198,Below Market,4.9928673323823105,0.0,-4.9928673323823105,93.97860199714694,Highly Fair,0
LilGoodness,Food and Beverage,180.0,10000.0,55.248618784530386,0.3738089144456471,Fair Market,0.9999000099990002,1.0,9.99900009998056e-05,69.999700029997,Fair,1
ForeverModest,Beauty/Fashion,380.0,200.0,0.5249343832020997,-0.3689328437905658,Below Market,9.950248756218906,20.0,10.049751243781094,91.14925373134328,Highly Fair,1
Sahayatha,Medical/Health,110.0,1000.0,9.00900900900901,-0.8149228517030748,Below Market,9.990009990009993,10.0,0.00999000999000721,91.02997002997002,Highly Fair,1
WickedGud,Food and Beverage,180.0,5000.0,27.624309392265193,0.13900815463038838,Fair Market,0.9998000399920016,0.0,-0.9998000399920016,75.999400119976,Fair,0
maisha,Beauty/Fashion,380.0,2500.0,6.561679790026247,-0.08431495568004492,Below Market,2.9988004798080765,1.0,-1.9988004798080765,81.99640143942423,Highly Fair,1
NishHair,Beauty/Fashion,670.0,5000.0,7.451564828614009,-0.04235903684045218,Below Market,1.999600079984003,2.0,0.00039992001599697957,84.998800239952,Highly Fair,1
MYBYK,Vehicles/Electrical Vehicles,2.0,20000.0,1000.0,0.0,Below Market,0.999950002499875,0.0,-0.999950002499875,69.99985000749962,Fair,0
GODESi,Food and Beverage,180.0,18000.0,99.4475138121547,0.7494901301500612,Fair Market,0.4999722237653463,0.0,-0.4999722237653463,74.49991667129603,Fair,1
TAC,Beauty/Fashion,380.0,30000.0,78.74015748031496,3.3187250108587913,Significantly Overvalued,0.4999833338888704,1.0,0.5000166661111296,46.49995000166661,Moderate,1
Naara-Aaba,Liquor/Alcohol,671.5,3000.0,4.4609665427509295,-0.11261141023053534,Below Market,2.4991669443518827,5.0,2.5008330556481173,80.49750083305565,Highly Fair,1
StyloBug,Beauty/Fashion,1400.0,4000.0,2.8551034975017844,-0.2590710279348522,Below Market,1.9995001249687576,10.0,8.000499875031242,90.99850037490627,Highly Fair,1
ZenOnco,Medical/Health,110.0,10000.0,90.09009009009009,1.629487189933376,Above Market,0.9999000099990002,0.0,-0.9999000099990002,65.999700029997,Fair,1
HonestHome,Green/CleanTech,1400.0,5000.0,3.5688793718772307,-0.5862803625116259,Below Market,1.999600079984003,3.0,1.000399920015997,86.498800239952,Highly Fair,1
AdilQadri,Beauty/Fashion,2070.0,20000.0,9.657170449058428,0.061629912732599185,Fair Market,0.4999750012499375,1.0,0.5000249987500625,75.99992500374981,Fair,1
ConsciousChemist,Beauty/Fashion,450.0,3000.0,6.651884700665189,-0.08006201316995808,Below Market,1.9993335554815064,0.0,-1.9993335554815064,84.99800066644451,Highly Fair,0
TheCinnamonKitchen,Food and Beverage,82.0,3000.0,36.144578313253014,0.21142862994690192,Fair Market,1.9993335554815064,5.0,3.000666444518494,72.99800066644451,Fair,1
WtfGyms,Business Services,255.0,5000.0,19.53125,0.35043741588156124,Fair Market,1.999600079984003,0.0,-1.999600079984003,78.998800239952,Fair,0
Intervue,Technology/Software,870.0,15000.0,17.22158438576349,-0.1827409320698272,Below Market,0.9999333377774816,2.0,1.0000666622225185,81.99980001333245,Highly Fair,1
RodBez,Vehicles/Electrical Vehicles,2.0,1000.0,333.3333333333333,-1.5400726914310356,Significantly Undervalued,4.9950049950049955,5.0,0.004995004995004493,65.98501498501498,Fair,1
Blix,Technology/Software,400.0,4000.0,9.975062344139651,-0.30686772277938246,Below Market,1.9995001249687576,4.0,2.0004998750312426,84.99850037490627,Highly Fair,1
Homversity,Technology/Software,120.0,3250.0,26.859504132231404,-0.017651522229677915,Below Market,1.9993848046754843,0.0,-1.9993848046754843,84.99815441402646,Highly Fair,0
TURMS,Beauty/Fashion,70.0,6000.0,84.50704225352112,3.590619625342816,Significantly Overvalued,1.9996667222129645,4.0,2.0003332777870355,50.99900016663889,Moderate,1
mintree,Beauty/Fashion,900.0,9000.0,9.988901220865705,0.07727021314784087,Fair Market,0.9998889012331964,1.5,0.5001110987668036,75.99966670369959,Fair,1
80Wash,Manufacturing,242.0,4000.0,16.46090534979424,0.2164837232390194,Fair Market,2.499375156210947,0.0,-2.499375156210947,80.49812546863284,Highly Fair,0
